"plant.ID","Species","SP.adult","EG.adult","BH","BD","Avena","mean.dam","area","Seed.estimate"
2015.161,EG,0.0,7.0,23.33333333,443.3333333,9.333333333,0.0103333333333,nan,488.5933333
2015.162,EG,0.0,7.0,23.33333333,443.3333333,9.333333333,0.00216666666667,nan,600.44
2015.163,EG,0.0,7.0,23.33333333,443.3333333,9.333333333,0.00866666666667,nan,259.0133333
2015.164,EG,0.0,4.0,511.1111111,186.6666667,76.44444444,0.000833333333333,nan,382.6333333
2015.165,EG,0.0,4.0,511.1111111,186.6666667,76.44444444,0.0106666666667,nan,376.7466667
2015.166,EG,0.0,4.0,511.1111111,186.6666667,76.44444444,0.0005,nan,709.3433333
2015.167,EG,0.0,5.0,122.7777778,18.88888889,30.22222222,0.00683333333333,nan,553.3466667
2015.168,EG,0.0,5.0,122.7777778,18.88888889,30.22222222,0.0005,nan,476.82
2015.169,EG,0.0,5.0,122.7777778,18.88888889,30.22222222,0.0005,nan,128.0
2015.170,EG,0.0,2.0,130.0,520.0,64.0,0.009,nan,300.22
2015.171,EG,0.0,2.0,130.0,520.0,64.0,0.0005,nan,161.0
2015.172,EG,0.0,2.0,130.0,520.0,64.0,0.000833333333333,nan,0.0
2015.173,EG,0.0,2.0,1120.0,60.0,180.0,0.0353333333333,nan,927.15
2015.174,EG,0.0,2.0,1120.0,60.0,180.0,0.002,nan,150.0
2015.175,EG,2.0,7.0,443.3333333,31.11111111,77.77777778,0.004,nan,1067.112092
2015.176,EG,2.0,7.0,443.3333333,31.11111111,77.77777778,0.0035,nan,545.3380406
2015.177,EG,2.0,7.0,443.3333333,31.11111111,77.77777778,0.00233333333333,nan,723.7511033
2015.178,EG,1.0,7.0,274.4444444,57.77777778,130.0,0.0175,nan,350.0935569
2015.179,EG,1.0,7.0,274.4444444,57.77777778,130.0,0.0173333333333,nan,175.0
2015.180,EG,1.0,7.0,274.4444444,57.77777778,130.0,0.0106666666667,nan,205.3433363
2015.181,EG,0.0,1.0,377.7777778,37.77777778,264.4444444,0.000666666666667,nan,417.419241
2015.182,EG,4.0,3.0,409.4444444,18.33333333,122.2222222,0.0005,nan,171.6804943
2015.183,EG,4.0,3.0,409.4444444,18.33333333,122.2222222,0.00183333333333,nan,440.9832304
2015.184,EG,4.0,3.0,409.4444444,18.33333333,122.2222222,0.00383333333333,nan,764.1465137
2015.185,EG,2.0,6.0,388.8888889,5.555555556,83.33333333,0.025,nan,10.0
2015.186,EG,2.0,6.0,388.8888889,5.555555556,83.33333333,0.00516666666667,nan,407.3203883
2015.187,EG,2.0,6.0,388.8888889,5.555555556,83.33333333,0.0335,nan,27.0
2015.188,EG,4.0,5.0,3.333333333,6.666666667,8.0,0.0173333333333,nan,98.0
2015.189,BD,2.0,6.0,388.8888889,5.555555556,83.33333333,0.0,nan,8.0
2015.190,BD,2.0,7.0,443.3333333,31.11111111,77.77777778,0.025,nan,13.0
2015.191,BD,2.0,7.0,443.3333333,31.11111111,77.77777778,0.0025,nan,15.0
2015.192,BD,2.0,7.0,443.3333333,31.11111111,77.77777778,0.0,nan,6.0
2015.193,BD,4.0,3.0,409.4444444,18.33333333,122.2222222,0.02525,nan,7.0
2015.194,BD,4.0,3.0,409.4444444,18.33333333,122.2222222,0.000333333333333,nan,8.0
2015.195,BD,4.0,3.0,409.4444444,18.33333333,122.2222222,0.0,nan,7.0
2015.196,BD,2.0,6.0,388.8888889,5.555555556,83.33333333,0.0005,nan,2.0
2015.197,BD,2.0,6.0,388.8888889,5.555555556,83.33333333,0.0,nan,0.0
2015.198,BD,0.0,7.0,23.33333333,443.3333333,9.333333333,0.00025,nan,13.0
2015.199,BD,0.0,4.0,511.1111111,186.6666667,76.44444444,0.0,nan,12.0
2015.200,BD,0.0,5.0,122.7777778,18.88888889,30.22222222,0.0025,nan,64.0
2015.201,BD,0.0,2.0,1120.0,60.0,180.0,0.000333333333333,nan,0.0
2015.202,BD,0.0,2.0,1120.0,60.0,180.0,0.0005,nan,0.0
2015.203,BD,4.0,0.0,26.66666667,0.0,104.0,0.0,nan,6.0
2015.204,BD,4.0,0.0,26.66666667,0.0,104.0,0.0,nan,6.0
2015.205,BD,4.0,0.0,26.66666667,0.0,104.0,0.000666666666667,nan,4.0
2015.206,BD,7.0,0.0,72.22222222,0.0,31.77777778,0.000333333333333,nan,3.0
2015.207,BD,1.0,7.0,274.4444444,57.77777778,130.0,0.00275,nan,14.0
2015.208,BD,1.0,7.0,274.4444444,57.77777778,130.0,0.000333333333333,nan,0.0
2015.209,BD,1.0,0.0,148.8888889,44.44444444,110.6666667,0.0,nan,2.0
2015.210,BD,1.0,0.0,148.8888889,44.44444444,110.6666667,0.0,nan,10.0
2015.211,BD,1.0,0.0,148.8888889,44.44444444,110.6666667,0.0022,nan,17.0
2015.212,BD,1.0,7.0,274.4444444,57.77777778,130.0,0.00666666666667,nan,6.0
2015.213,BD,7.0,0.0,297.2222222,11.11111111,7.222222222,0.0005,nan,10.0
2015.214,BD,6.0,0.0,66.66666667,0.0,21.33333333,0.0275,nan,0.0
2015.215,BD,4.0,6.0,53.33333333,253.3333333,0.0,0.0024,nan,12.0
2015.216,BD,7.0,0.0,297.2222222,11.11111111,7.222222222,0.000166666666667,nan,11.0
2015.217,BD,4.0,7.0,28.88888889,0.0,0.0,0.00025,nan,12.0
2015.218,BD,1.0,0.0,382.2222222,471.1111111,0.0,0.000333333333333,nan,28.0
2015.219,BD,1.0,0.0,382.2222222,471.1111111,0.0,0.000333333333333,nan,17.0
2015.220,BD,1.0,0.0,382.2222222,471.1111111,0.0,0.0833333333333,nan,0.0
2015.221,BD,0.0,0.0,2.222222222,0.0,0.0,0.0625,nan,21.0
2015.222,BD,2.0,0.0,840.0,38.88888889,0.0,0.00025,nan,8.0
2015.223,BD,2.0,0.0,840.0,38.88888889,0.0,0.0,nan,2.0
2015.224,BD,2.0,0.0,840.0,38.88888889,0.0,0.0025,nan,0.0
2015.225,BD,0.0,0.0,2.222222222,0.0,0.0,0.0,nan,23.0
2015.226,BD,7.0,0.0,297.2222222,11.11111111,7.222222222,0.0125,nan,9.0
2015.227,BD,0.0,0.0,2.222222222,0.0,0.0,0.0,nan,28.0
2015.228,BD,4.0,7.0,28.88888889,0.0,0.0,0.0375,nan,14.0
2015.229,BD,4.0,6.0,53.33333333,253.3333333,0.0,0.004,nan,39.0
2015.230,BD,4.0,6.0,53.33333333,253.3333333,0.0,0.000666666666667,nan,7.0
2015.231,BD,0.0,8.0,70.0,0.0,0.0,0.000333333333333,nan,16.0
2015.232,BD,4.0,7.0,28.88888889,0.0,0.0,0.004,nan,25.0
2015.233,BD,0.0,8.0,70.0,0.0,0.0,0.0,nan,24.0
2015.234,BD,4.0,5.0,3.333333333,6.666666667,8.0,0.00275,nan,30.0
2015.235,BD,0.0,0.0,18.33333333,1.666666667,0.0,0.0005,nan,0.0
2015.236,BD,2.0,0.0,60.0,0.0,95.55555556,0.00025,nan,8.0
2015.237,BD,0.0,0.0,18.33333333,1.666666667,0.0,0.0188333333333,nan,0.0
2015.238,BD,0.0,0.0,140.0,13.33333333,0.0,0.000333333333333,nan,0.0
2015.239,BD,2.0,0.0,146.6666667,83.33333333,50.0,0.0,nan,8.0
2015.240,BD,0.0,0.0,102.7777778,0.0,0.277777778,0.0002,nan,32.0
2015.241,BD,2.0,0.0,146.6666667,83.33333333,50.0,0.002,nan,14.0
2015.242,BD,2.0,0.0,146.6666667,83.33333333,50.0,0.0002,nan,9.0
2015.243,BD,0.0,0.0,102.7777778,0.0,0.277777778,0.0416666666667,nan,60.0
2015.244,BD,0.0,0.0,140.0,13.33333333,0.0,0.0002,nan,14.0
2015.245,BD,0.0,0.0,102.7777778,0.0,0.277777778,0.00183333333333,nan,0.0
2015.246,BD,0.0,1.0,170.0,37.77777778,94.44444444,0.00075,nan,19.0
2015.247,BD,0.0,1.0,170.0,37.77777778,94.44444444,0.0022,nan,21.0
2015.248,BD,0.0,0.0,140.0,13.33333333,0.0,0.00025,nan,0.0
2015.249,BD,2.0,0.0,146.6666667,83.33333333,50.0,0.000333333333333,nan,1.0
2015.250,BD,3.0,0.0,46.66666667,60.0,84.0,0.00366666666667,nan,0.0
2015.251,BD,3.0,0.0,46.66666667,60.0,84.0,0.0004,nan,12.0
2015.252,BH,0.0,5.0,122.7777778,18.88888889,30.22222222,0.00866666666667,nan,20.0
2015.253,BH,0.0,5.0,122.7777778,18.88888889,30.22222222,0.0833333333333,nan,22.0
2015.254,BH,0.0,2.0,1120.0,60.0,180.0,0.00333333333333,nan,21.0
2015.255,BH,14.0,0.0,53.33333333,0.0,0.0,0.00025,nan,11.0
2015.256,BH,14.0,0.0,53.33333333,0.0,0.0,0.045,nan,6.0
2015.257,BH,8.0,0.0,275.0,0.0,0.0,0.0,nan,0.0
2015.258,BH,8.0,0.0,275.0,0.0,0.0,0.0,nan,15.0
2015.259,BH,8.0,0.0,275.0,0.0,0.0,0.00025,nan,8.0
2015.260,BH,1.0,0.0,116.1111111,0.0,75.77777778,0.0,nan,53.0
2015.261,BH,1.0,0.0,116.1111111,0.0,75.77777778,0.0,nan,4.0
2015.262,BH,1.0,7.0,274.4444444,57.77777778,130.0,0.0,nan,4.0
2015.263,BH,4.0,3.0,409.4444444,18.33333333,122.2222222,0.0,nan,17.0
2015.264,BH,0.0,1.0,377.7777778,37.77777778,264.4444444,0.0,nan,11.0
2015.265,BH,0.0,1.0,377.7777778,37.77777778,264.4444444,0.0005,nan,20.0
2015.266,BH,0.0,1.0,377.7777778,37.77777778,264.4444444,0.025,nan,3.0
2015.267,BH,4.0,3.0,409.4444444,18.33333333,122.2222222,0.0,nan,12.0
2015.268,BH,4.0,3.0,409.4444444,18.33333333,122.2222222,0.05,nan,4.0
2015.269,BH,2.0,7.0,443.3333333,31.11111111,77.77777778,0.005,nan,4.0
2015.270,BH,2.0,7.0,443.3333333,31.11111111,77.77777778,0.00025,nan,24.0
2015.271,BH,2.0,7.0,443.3333333,31.11111111,77.77777778,0.000333333333333,nan,8.0
2015.272,BH,2.0,6.0,388.8888889,5.555555556,83.33333333,0.0833333333333,nan,0.0
2015.273,BH,2.0,6.0,388.8888889,5.555555556,83.33333333,0.0005,nan,4.0
2015.274,BH,1.0,7.0,274.4444444,57.77777778,130.0,0.025,nan,2.0
2015.275,BH,0.0,4.0,511.1111111,186.6666667,76.44444444,0.0,nan,1.0
2015.276,BH,0.0,4.0,511.1111111,186.6666667,76.44444444,0.0,nan,6.0
2015.277,BH,0.0,4.0,511.1111111,186.6666667,76.44444444,0.0005,nan,24.0
2015.278,BH,0.0,5.0,122.7777778,18.88888889,30.22222222,0.022,nan,6.0
2015.279,BH,0.0,5.0,122.7777778,18.88888889,30.22222222,0.0,nan,16.0
2015.280,BH,0.0,5.0,122.7777778,18.88888889,30.22222222,0.02525,nan,10.0
2015.281,BH,0.0,2.0,130.0,520.0,64.0,0.0,nan,0.0
2015.282,BH,0.0,2.0,130.0,520.0,64.0,0.0,nan,1.0
2015.283,BH,0.0,2.0,130.0,520.0,64.0,0.025,nan,0.0
2015.284,BH,6.0,0.0,42.77777778,0.0,63.55555556,0.005,nan,13.0
2015.285,BH,6.0,0.0,42.77777778,0.0,63.55555556,0.0,nan,8.0
2015.286,BH,6.0,0.0,42.77777778,0.0,63.55555556,0.0,nan,11.0
2015.287,BH,1.0,0.0,148.8888889,44.44444444,110.6666667,0.0,nan,4.0
2015.288,BH,1.0,7.0,274.4444444,57.77777778,130.0,0.0333333333333,nan,10.0
2015.289,BH,1.0,0.0,148.8888889,44.44444444,110.6666667,0.0,nan,2.0
2015.290,BH,0.0,1.0,141.6666667,0.0,0.0,0.0,nan,4.0
2015.291,BH,0.0,1.0,141.6666667,0.0,0.0,0.0,nan,0.0
2015.292,BH,0.0,0.0,313.3333333,0.0,0.0,0.0,nan,7.0
2015.293,BH,0.0,0.0,313.3333333,0.0,0.0,0.0,nan,1.0
2015.294,BH,0.0,0.0,661.1111111,0.0,119.0,0.000333333333333,nan,12.0
2015.295,BH,0.0,0.0,661.1111111,0.0,119.0,0.00025,nan,12.0
2015.296,BH,7.0,0.0,248.8888889,4.444444444,0.0,0.000333333333333,nan,4.0
2015.297,BH,7.0,0.0,248.8888889,4.444444444,0.0,0.0,nan,5.0
2015.298,BH,0.0,0.0,661.1111111,0.0,119.0,0.125,nan,13.0
2015.299,BH,7.0,0.0,248.8888889,4.444444444,0.0,0.0,nan,6.0
2015.300,BH,6.0,0.0,66.66666667,0.0,21.33333333,0.0005,nan,4.0
2015.301,BH,6.0,0.0,66.66666667,0.0,21.33333333,0.0,nan,4.0
2015.302,BH,6.0,0.0,66.66666667,0.0,21.33333333,0.1,nan,1.0
2015.303,BH,7.0,0.0,297.2222222,11.11111111,7.222222222,0.0505,nan,5.0
2015.304,BH,7.0,0.0,297.2222222,11.11111111,7.222222222,0.00275,nan,0.0
2015.305,BH,4.0,7.0,28.88888889,0.0,0.0,0.0,nan,4.0
2015.306,BH,4.0,7.0,28.88888889,0.0,0.0,0.0,nan,27.0
2015.307,BH,1.0,0.0,382.2222222,471.1111111,0.0,0.375,nan,1.0
